,term,URI,aat_bow,cs_scopeNote_tfidf
1339,white,300015042,"['ingredient', 'oldest', 'interior', 'paint', 'water', 'limewash', 'white', 'base', 'washing', 'whitewash', 'paste', 'principal', 'exterior', 'lime', 'surface']",0.707
1340,white,300015183,"['absorption', 'slightly', 'pentachlorophenol', 'inhalation', 'toxic', 'soluble', 'ingestion', 'fungicide', 'solid', 'noncombustible', 'preservative']",0.71
1341,white,300016943,"['mimbres', 'pueblo', 'mogollon', 'river', 'irrigation', 'adobe', 'classic', 'mexico', 'absorbed', 'stretch']",0.61
1342,white,300018447,"['entire', 'intensity', 'hsüan', 'undulating', 'attention', 'hsuan', 'balance', 'depth', 'xuan', 'blue', 'thickly', 'surface', 'xuande']",0.772
1343,white,300018515,"['style', 'hebai', 'translucent', 'porcelain', 'ding', 'design', 'zhou', 'ceramic', 'carved', 'chinese', 'china', 'province', 'ivory', 'ting']",0.68
1344,white,300020176,"['cumae', 'campania', 'style', 'added', 'amphora', 'pottery', 'campanian', 'hydriai', 'distinctive', 'capua', 'cuirass', 'bail', 'decoration']",0.646
1345,white,300112477,"['vase', 'style', 'black', 'popular', 'attic', 'proto', 'bce', 'white', 'painting', 'known', 'pottery', 'middle', 'period', 'became']",0.757
1346,white,300020203,"['vase', 'style', 'composition', 'use', 'crowded', 'ornate', 'painting', 'drawn', 'quarter', 'garment', 'typical', 'view', 'figure', 'greek']",0.8
1347,white,300020230,"['neopalatial', 'late', 'design', 'latest', 'minoan', 'slip', 'reconstruction', 'arthur', 'evans', 'postpalatial', 'devised', 'ground']",0.696
1348,white,300021262,"['plasticist', 'piet', 'nieuwe', 'neoplasticism', 'plastic', 'mondrian', 'movement', 'strict', 'beelding', 'neo', 'theory', 'adherence', 'stijl', 'art', 'dutch', 'angle', 'grew', 'plasticism', 'grey']",0.767
1349,white,300115199,"['photoprints', 'brownprint', 'brownprints', 'image', 'print', 'neutral', 'brownline', 'sensitized', 'brown', 'background', 'sepia', 'van', 'vandyke', 'surface', 'produce', 'dyke']",0.727
1350,white,300115179,"['brownprints', 'translucent', 'use', 'print', 'brownline', 'sensitized', 'brownlines', 'brown', 'sepia', 'neutral', 'background']",0.742
1351,white,300042759,"['conical', 'six', 'cornett', 'straight', 'bore', 'cornetts', 'white', 'treble', 'single', 'piece', 'made', 'tube', 'fingerholes']",0.602
1352,white,300042759,"['conical', 'six', 'cornett', 'straight', 'bore', 'cornetts', 'white', 'treble', 'single', 'piece', 'made', 'tube', 'fingerholes']",0.602
1353,white,300212038,"['mourning', 'deceased', 'ring', 'sentimental', 'finger', 'memorial', 'portrait', 'lock', 'memory', 'birth', 'distributed', 'funeral']",0.695
1354,white,300216738,"['tied', 'knot', 'scarf', 'loosely', 'sheer', 'neck', 'fichu', 'shoulder', 'hanging', 'draped', 'fabric']",0.316
1355,white,300053365,"['slaked', 'stucco', 'gloss', 'technique', 'equal', 'fresco', 'method', 'hot', 'pit', 'ironed', 'grit', 'lime', 'lustro']",0.504
1356,white,300264340,"['sufi', 'bektashi', 'islam', 'bektāshīyah', 'muslim', 'order', 'imāms', 'bektāshīya', 'dervish', 'janissary', 'bektāshīyya', 'bektashī', 'shi', 'turkey']",0.463
1357,white,300107044,"['archipelage', 'dark', 'bce', 'finish', 'painted', 'sometimes', 'pottery', 'cycladic', 'burnished', 'middle', 'decoration', 'lustrous']",0.675
1358,white,300107088,"['thessaly', 'initial', 'style', 'late', 'crusted', 'consisting', 'applied', 'rose', 'pottery', 'firing', 'decoration', 'neolithic', 'thick']",0.759
1359,white,300020258,"['early', 'nagadah', 'maceheads', 'linear', 'palette', 'naqada', 'figurine', 'stone', 'topped', 'amratian', 'polished', 'pottery', 'period', 'slate', 'vas']",0.662
1360,white,300107290,"['found', 'floral', 'egypt', 'hadra', 'polychrome', 'alexandria', 'cemetery', 'hellenistic', 'vas', 'funeral']",0.6
1361,white,300107653,"['plain', 'simple', 'brittle', 'style', 'slip', 'decorated', 'vessel', 'painted', 'levant', 'pottery', 'amuq', 'motif']",0.649
1362,white,300400685,"['terminology', 'figuration', 'thread', 'heavier', 'evolution', 'lace', 'encountered', 'silk', 'blonde', 'bobbin']",0.726
1363,white,300216610,"['square', 'identical', 'chessboard', 'gameboard', 'checkerboard', 'eight', 'beige', 'file', 'called', 'row']",0.606
1364,white,300012051,"['spiral', 'grain', 'straight', 'chestnut', 'turnery', 'horse', 'carving', 'hippocastanum', 'aesculus', 'yellowish', 'common', 'wood', 'european', 'pattern', 'pale']",0.686
1365,white,300163214,"['fault', 'improvement', 'ware', 'creamware', 'cream', 'pearlware', 'glaze', 'desirable', 'experimenting', 'earthenware', 'english']",0.721
1366,white,300265036,"['technique', 'image', 'print', 'company', 'gessner', 'orell', 'photochrom', 'view', 'photochroms', 'photolithograph', 'color', 'jakob', 'photochrome', 'schmid']",0.721
1367,white,300011940,"['pew', 'fraxinus', 'hoe', 'wei', 'rung', 'frame', 'oar', 'white', 'esche', 'shovel', 'rake', 'canadian', 'spade', 'tennis', 'wood', 'american', 'ash']",0.416
1368,white,300011940,"['pew', 'fraxinus', 'hoe', 'wei', 'rung', 'frame', 'oar', 'white', 'esche', 'shovel', 'rake', 'canadian', 'spade', 'tennis', 'wood', 'american', 'ash']",0.416
1369,white,300011940,"['pew', 'fraxinus', 'hoe', 'wei', 'rung', 'frame', 'oar', 'white', 'esche', 'shovel', 'rake', 'canadian', 'spade', 'tennis', 'wood', 'american', 'ash']",0.416
1370,white,300011940,"['pew', 'fraxinus', 'hoe', 'wei', 'rung', 'frame', 'oar', 'white', 'esche', 'shovel', 'rake', 'canadian', 'spade', 'tennis', 'wood', 'american', 'ash']",0.416
1371,white,300011640,"['notably', 'green', 'antique', 'continues', 'olive', 'prato', 'verde', 'spot', 'cathedral', 'verd', 'florence']",0.675
1372,white,300070114,"['wall', 'gouache', 'poster', 'paint', 'painting', 'matte', 'watercolor', 'arabic', 'gum', 'dextrin']",0.514
1373,white,300011803,"['stored', 'proteinaceous', 'quickly', 'spheroidal', 'oily', 'whole', 'material', 'egg', 'yolk', 'aqueous', 'emulsion']",0.61
1374,white,300203893,"['curtain', 'thin', 'soften', 'privacy', 'undercurtains', 'sheer', 'often', 'fitted', 'glass', 'immediately']",0.666
1375,white,300011799,"['solution', 'casein', 'dried', 'carbonate', 'soaked', 'hydrochloric', 'skim', 'milk', 'acid', 'curd']",0.471
1376,white,300380410,"['sulfur', 'powder', 'bisulfite', 'sodium', 'soluble', 'crystal', 'disinfectant', 'dioxide', 'bleach', 'bisulphite', 'heated']",0.488
1377,white,300011091,"['pink', 'mineral', 'orthoclase', 'group', 'white', 'alkali', 'feldspar', 'gray']",0.628
1378,white,300213125,"['colorless', 'odorless', 'cooling', 'saline', 'alcohol', 'taste', 'soluble', 'citrate', 'insoluble', 'potassium', 'glycerol', 'deliquescent']",0.578
1379,white,300266176,"['shell', 'eggshell', 'pulverized', 'boiling', 'dried', 'carbonate', 'white', 'crushing', 'seashell', 'calcium', 'pigment']",0.651
1380,white,300266176,"['shell', 'eggshell', 'pulverized', 'boiling', 'dried', 'carbonate', 'white', 'crushing', 'seashell', 'calcium', 'pigment']",0.651
1381,white,300266176,"['shell', 'eggshell', 'pulverized', 'boiling', 'dried', 'carbonate', 'white', 'crushing', 'seashell', 'calcium', 'pigment']",0.651
1382,white,300214839,"['resting', 'edo', 'lengthwise', 'díhís', 'one', 'ális', 'stretched', 'navajo', 'horsehair', 'mescal', 'tzii', 'fiddle', 'kízh', 'diegueño', 'apache', 'díhí', 'zitherlike', 'end', 'violin', 'carlos', 'tsii']",0.627
1383,white,300244058,"['anatolian', 'style', 'erode', 'design', 'carpet', 'vicinity', 'unusually', 'century', 'textile', 'islamic', 'preserving', 'bergama', 'survive', 'turkish', 'yüncü']",0.773
1384,white,300438469,"['plain', 'extent', 'euro', 'phase', 'chief', 'navajo', 'weaver', 'indigo', 'first', 'lesser', 'blanket', 'assigned']",0.76
1385,white,300380504,"['hydrous', 'dehydrated', 'copper', 'leather', 'sulfate', 'wide', 'lavoisier', 'preservative', 'prior', 'mordant', 'crystal', 'cupric', 'biocide', 'sulphate', 'used', 'term', 'vitriol', 'venus', 'nomenclature', 'system']",0.784
1386,white,300386502,"['lucknow', 'chikan', 'chikankārī', 'whitework', 'work', 'sheer', 'embroidery', 'originating', 'involves', 'stitching', 'chikankari', 'delicate', 'muslin', 'onto']",0.685
1387,white,300183931,"['beet', 'sweet', 'cane', 'chiefly', 'crystalline', 'carbohydrate', 'article', 'sugar', 'forming', 'juice']",0.554
1388,white,300375570,"['dissimilar', 'soporific', 'trefoil', 'general', 'mentioned', 'homer', 'plant', 'fruit', 'food', 'lotus', 'among', 'probably']",0.737
1389,white,300265720,"['spinal', 'subphylum', 'locomotion', 'craniate', 'stiffener', 'endoskeleton', 'craniata', 'postanal', 'vertebrate', 'animal', 'absent', 'vertebrata', 'system', 'two']",0.705
1390,white,300310390,"['leopard', 'greatly', 'distinguishing', 'specie', 'pard', 'cat', 'pardus', 'rosette', 'jaguar', 'panther', 'coat', 'spot', 'ground', 'panthera', 'spacing']",0.626
1391,white,300250605,"['squirrel', 'overtone', 'first', 'midwestern', 'southeastern', 'specie', 'belly', 'coat', 'scurius', 'eastern', 'carolina', 'north', 'refers', 'reddish', 'bushy', 'tail', 'recorded', 'grey', 'carolinensis', 'american', 'canada', 'gray']",0.646
1392,white,300266242,"['whitish', 'fatty', 'reminiscent', 'cream', 'warm', 'shade', 'color', 'milk', 'top', 'float']",0.486
1393,white,300343507,"['tint', 'twentieth', 'foundation', 'chemist', 'additive', 'disc', 'predominantly', 'devised', 'ostwald', 'system', 'wilhelm']",0.797
1394,white,300312248,"['enlargement', 'image', 'print', 'digital', 'chromogenic', 'direct', 'lvt', 'transferred', 'output', 'electrophotographic', 'copying', 'laser', 'light', 'photoconductive', 'lambda', 'electrostatic', 'hybrid', 'etch']",0.726
1395,white,300343806,"['forest', 'picea', 'cat', 'america', 'shingle', 'spruce', 'tree', 'black', 'specie', 'canadian', 'porsild', 'western', 'skunk', 'hill', 'growing', 'white', 'boreal', 'height', 'north', 'evergreen', 'northern', 'glauca', 'large']",0.671
1396,white,300343806,"['forest', 'picea', 'cat', 'america', 'shingle', 'spruce', 'tree', 'black', 'specie', 'canadian', 'porsild', 'western', 'skunk', 'hill', 'growing', 'white', 'boreal', 'height', 'north', 'evergreen', 'northern', 'glauca', 'large']",0.671
1397,white,300343703,"['tailed', 'tail', 'extinct', 'specie', 'whitetail', 'white', 'odocoileus', 'virginia', 'ice', 'virginianus', 'age', 'america', 'predates', 'pressure', 'became', 'deer']",0.699
1398,white,300343703,"['tailed', 'tail', 'extinct', 'specie', 'whitetail', 'white', 'odocoileus', 'virginia', 'ice', 'virginianus', 'age', 'america', 'predates', 'pressure', 'became', 'deer']",0.699
1399,white,300343703,"['tailed', 'tail', 'extinct', 'specie', 'whitetail', 'white', 'odocoileus', 'virginia', 'ice', 'virginianus', 'age', 'america', 'predates', 'pressure', 'became', 'deer']",0.699
1400,white,300404148,"['cirrostratus', 'uncommon', 'shading', 'layered', 'cirrocumulus', 'ripple', 'represents', 'cloud', 'cirrus', 'degraded']",0.725
1401,white,300374843,"['width', 'ebony', 'diospyros', 'tree', 'ceylon', 'specie', 'excels', 'fineness', 'beneath', 'abundance', 'jet', 'ebenum', 'looking', 'trincomalee', 'charred', 'india']",0.694
1402,white,300391501,"['eucalyptus', 'gray', 'tree', 'inch', 'long', 'specie', 'mahogany', 'paler', 'foot', 'blooming', 'grooved', 'jarrah', 'vertically', 'loam', 'marginata', 'gum', 'diameter']",0.53
1403,white,300343715,"['variety', 'important', 'atlantic', 'many', 'cedar', 'tree', 'whitecedar', 'timber', 'specie', 'cultivated', 'thyoides', 'cypress', 'white', 'economically', 'also', 'tall', 'foot', 'southern', 'chamaecyparis']",0.756
1404,white,300343715,"['variety', 'important', 'atlantic', 'many', 'cedar', 'tree', 'whitecedar', 'timber', 'specie', 'cultivated', 'thyoides', 'cypress', 'white', 'economically', 'also', 'tall', 'foot', 'southern', 'chamaecyparis']",0.756
1405,white,300343715,"['variety', 'important', 'atlantic', 'many', 'cedar', 'tree', 'whitecedar', 'timber', 'specie', 'cultivated', 'thyoides', 'cypress', 'white', 'economically', 'also', 'tall', 'foot', 'southern', 'chamaecyparis']",0.756
1406,white,300375449,"['giving', 'cap', 'oak', 'specie', 'lying', 'fissure', 'white', 'rapidly', 'scaly', 'bicolor', 'stream', 'swamp', 'ridge', 'grows', 'quercus', 'habitat']",0.661
1407,white,300379977,"['protein', 'gelatin', 'tasting', 'sweet', 'amino', 'cane', 'glycin', 'constituent', 'acetic', 'glycine', 'glycocoll', 'acid', 'animal', 'sugar', 'glue', 'aminoacetic']",0.565
1408,white,300010666,"['fuse', 'ware', 'work', 'clay', 'ceramic', 'nonmetallic', 'made', 'rock', 'visual', 'pottery', 'kaolin', 'resistant', 'shaping']",0.609
1409,white,300387078,"['early', 'meiji', 'ware', 'produced', 'manufactured', 'perfected', 'arita', 'quantity', 'unglazed', 'colorful']",0.708
1410,white,300431758,"['deceased', 'spiritualist', 'adherent', 'performing', 'hood', 'talk', 'wearer', 'completely', 'robe', 'séance']",0.74
1411,white,300433000,"['board', 'writing', 'whiteboard', 'whiteboards', 'white', 'drawing', 'large', 'surface']",0.769
1412,white,300021170,"['lusterware', 'glazed', 'fine', 'ware', 'maiolica', 'majolica', 'hispano', 'reserved', 'majorca', 'malaga', 'term', 'tin', 'generally', 'glaze', 'moresque', 'earthenware', 'spelled', 'italian']",0.641
1413,white,300219039,"['ware', 'porcelain', 'object', 'doll', 'statuary', 'tableware', 'vitreous', 'material', 'unglazed', 'grainy', 'parian', 'biscuit']",0.554
1414,white,300238593,"['ironstone', 'tableware', 'england', 'bone', 'porcelain', 'opaque', 'cheaper', 'stoneware', 'white', 'semi', 'dense', 'pottery', 'china', 'highly', 'hotel', 'inexpensive', 'granite', 'flint', 'extensively', 'substitute']",0.636
1415,white,300238593,"['ironstone', 'tableware', 'england', 'bone', 'porcelain', 'opaque', 'cheaper', 'stoneware', 'white', 'semi', 'dense', 'pottery', 'china', 'highly', 'hotel', 'inexpensive', 'granite', 'flint', 'extensively', 'substitute']",0.636
1416,white,300238593,"['ironstone', 'tableware', 'england', 'bone', 'porcelain', 'opaque', 'cheaper', 'stoneware', 'white', 'semi', 'dense', 'pottery', 'china', 'highly', 'hotel', 'inexpensive', 'granite', 'flint', 'extensively', 'substitute']",0.636
1417,white,300263565,"['cervid', 'buckskin', 'bookbinding', 'moccasin', 'tawed', 'deerskin', 'processed', 'doeskin', 'alum', 'skin']",0.6
1418,white,300011578,"['gunnison', 'yule', 'marble', 'lincoln', 'colorado', 'statuary', 'memorial', 'cloud', 'pale', 'gray']",0.5
1419,white,300015324,"['use', 'whiting', 'washed', 'chalk', 'paint', 'white', 'ground', 'ink', 'gilder', 'paris', 'english', 'putty']",0.689
1420,white,300015324,"['use', 'whiting', 'washed', 'chalk', 'paint', 'white', 'ground', 'ink', 'gilder', 'paris', 'english', 'putty']",0.689
1421,white,300015324,"['use', 'whiting', 'washed', 'chalk', 'paint', 'white', 'ground', 'ink', 'gilder', 'paris', 'english', 'putty']",0.689
1422,white,300015324,"['use', 'whiting', 'washed', 'chalk', 'paint', 'white', 'ground', 'ink', 'gilder', 'paris', 'english', 'putty']",0.689
1423,white,300015324,"['use', 'whiting', 'washed', 'chalk', 'paint', 'white', 'ground', 'ink', 'gilder', 'paris', 'english', 'putty']",0.689
1424,white,300011119,"['bleached', 'mineralogically', 'untreated', 'stone', 'jade', 'impregnated', 'translucency', 'serpentine', 'rock', 'jadestone', 'enhance', 'nephrite', 'jadeite']",0.637
1425,white,300380134,"['cape', 'dolomitic', 'marble', 'antiquity', 'quarried', 'thasos', 'magnesium', 'calcium', 'greater', 'vathy']",0.627
1426,white,300011482,"['used', 'purest', 'marble', 'finely', 'architecture', 'white', 'statuary', 'sculpture', 'crystalline', 'form']",0.749
1427,white,300011455,"['septimius', 'breccia', 'originates', 'bassus', 'yellow', 'via', 'tusculana', 'scyrus', 'villa', 'sumptuously', 'settebasi']",0.51
1428,white,300011548,"['forty', 'unattractive', 'quarried', 'rome', 'town', 'mile', 'superior', 'hill', 'cottanello', 'sabine']",0.49
1429,white,300266845,"['noncohesive', 'emulsifier', 'drier', 'matting', 'gel', 'concrete', 'stearate', 'thermoplastic', 'thickener', 'aluminum', 'excess']",0.577
1430,white,300011018,"['rolled', 'beaten', 'cadmium', 'processed', 'ductile', 'harder', 'metal', 'atomic', 'resembles', 'tin', 'combination']",0.636
1431,white,300011012,"['describing', 'wrought', 'beating', 'ductility', 'alloy', 'hammer', 'flame', 'rolling', 'passing', 'oxidizing', 'iron']",0.686
1432,white,300311168,"['payne', 'prussian', 'amount', 'synthetic', 'phthalocyanine', 'ultramarine', 'namely', 'grayish', 'watercolor', 'blue', 'pigment', 'gray']",0.714
1433,white,300013017,"['plastic', 'hardening', 'disinfectant', 'explosive', 'pharmaceutical', 'nitrocellulose', 'camphora', 'cinnamomum', 'camphor', 'resin']",0.65
1434,white,300012746,"['europe', 'used', 'spruce', 'tree', 'timber', 'northern', 'violin', 'fir', 'white', 'picea', 'ornamental', 'abies', 'native', 'common', 'wood', 'european', 'norway', 'deal']",0.683
1435,white,300012746,"['europe', 'used', 'spruce', 'tree', 'timber', 'northern', 'violin', 'fir', 'white', 'picea', 'ornamental', 'abies', 'native', 'common', 'wood', 'european', 'norway', 'deal']",0.683
1436,white,300012508,"['willow', 'lightweight', 'white', 'basketmaking', 'salix', 'prone', 'alba', 'common', 'wood', 'isle', 'charcoal', 'withy', 'decay', 'naturalized']",0.73
1437,white,300012508,"['willow', 'lightweight', 'white', 'basketmaking', 'salix', 'prone', 'alba', 'common', 'wood', 'isle', 'charcoal', 'withy', 'decay', 'naturalized']",0.73
1438,white,300012662,"['new', 'northern', 'weymouth', 'white', 'eastern', 'america', 'native', 'strobus', 'england', 'pinus', 'north', 'wood', 'pine']",0.651
1439,white,300012662,"['new', 'northern', 'weymouth', 'white', 'eastern', 'america', 'native', 'strobus', 'england', 'pinus', 'north', 'wood', 'pine']",0.651
1440,white,300012662,"['new', 'northern', 'weymouth', 'white', 'eastern', 'america', 'native', 'strobus', 'england', 'pinus', 'north', 'wood', 'pine']",0.651
1441,white,300012100,"['varies', 'regnans', 'manufacture', 'wood', 'gum', 'eucalyptus', 'oak', 'mountain', 'victorian', 'joinery', 'stringy', 'victoria', 'flooring', 'almost', 'paneling', 'tasmania', 'swamp', 'tasmanian', 'ash']",0.62
1442,white,300014087,"['plain', 'great', 'originally', 'weave', 'costume', 'extensively', 'cotton', 'support', 'quality', 'muslin', 'artist']",0.719
1443,white,300013785,"['witherite', 'poison', 'alkalizing', 'toxic', 'barium', 'carbonate', 'precipitate', 'rat', 'react', 'hydroxide']",0.509
1444,white,300013731,"['lead', 'used', 'white', 'century', 'chlorosulfite', 'composed', 'pigment', 'caledonian']",0.775
1445,white,300013731,"['lead', 'used', 'white', 'century', 'chlorosulfite', 'composed', 'pigment', 'caledonian']",0.775
1446,white,300387452,"['pentachlorophenate', 'sodium', 'tan', 'pentachlorophenol', 'soluble', 'herbicide', 'fungicide', 'application', 'preservative', 'biocide', 'powdered']",0.649
1447,white,300015304,"['coating', 'give', 'uniform', 'texture', 'undercoat', 'painting', 'white', 'applied', 'primer', 'material', 'priming', 'ground', 'surface', 'absorbency']",0.823
1448,white,300020195,"['style', 'sintering', 'black', 'orientalizing', 'bce', 'sixth', 'corinth', 'figure', 'silhouette', 'attica', 'sparta', 'figured']",0.701
1449,white,300121408,"['remodelled', 'crossbar', 'parinarium', 'headdress', 'mask', 'bearded', 'carving', 'wearer', 'tolai', 'manifested']",0.632
1450,white,300266082,"['submitrale', 'varies', 'officiates', 'cardinal', 'rank', 'bishop', 'solo', 'mitre', 'zucchettos', 'pope', 'zuchetto', 'ordained', 'deo', 'calotte', 'subbiretum', 'skullcap', 'zucchetto', 'pileolus', 'cap', 'catholic', 'berettino', 'violet', 'camauro', 'miter']",0.581
1451,white,300179400,"['sèvres', 'solon', 'porcelain', 'sur', 'minton', 'pâte', 'plaque', 'marc', 'effectively', 'emmanuel', 'successive', 'unfired']",0.528
1452,white,300264567,"['word', 'express', 'balloon', 'indicated', 'linking', 'thought', 'thinking', 'punctuation', 'document', 'dialogue', 'character', 'partial', 'issuing']",0.837
1453,white,300056147,"['highest', 'lightness', 'optical', 'property', 'reflected', 'degree', 'brightness', 'characteristic', 'darkness', 'value', 'percentage', 'brilliant', 'given', 'bright']",0.812
1454,white,300400708,"['exhibit', 'flower', 'plait', 'mesh', 'bobbin', 'lace', 'groundwork', 'mix', 'bruges', 'picot', 'stitch']",0.443
1455,white,300264884,"['dating', 'occasionally', 'burial', 'distinct', 'ceramic', 'yangshao', 'kou', 'made', 'village', 'miao', 'ditch', 'miaodigou']",0.733
1456,white,300135014,"['pseudo', 'effect', 'sabatier', 'negative', 'armand', 'solarization', 'faulty', 'image', 'sabattier', 'exposure', 'development', 'positive', 'caused', 'solarisation']",0.793
1457,white,300386697,"['flemish', 'karel', 'primuersel', 'mander', 'beneath', 'substratum', 'layer', 'van', 'equivalent', 'imprimatura']",0.558
1458,white,300014607,"['wax', 'alcohol', 'fatty', 'dressing', 'melting', 'vegetable', 'hydrocarbon', 'carnauba', 'bitumen', 'chain']",0.59
1459,white,300198082,"['mourning', 'worked', 'appropriate', 'often', 'widow', 'quilt', 'period', 'bereaved', 'motif', 'pattern', 'gray']",0.772
1460,white,300198216,"['rarely', 'unpatterned', 'allover', 'hawaii', 'hawaiian', 'pennsylvania', 'symmetrical', 'folded', 'appliquéd', 'quilt', 'cloth']",0.647
1461,white,300201732,"['grenade', 'phosphorus', 'filled', 'designed', 'objective', 'white', 'kindle', 'fire', 'incendiary', 'substance']",0.759
1462,white,300380411,"['reducing', 'versatile', 'sodium', 'ketone', 'tetrahydridoborate', 'aldehyde', 'alcohol', 'convert', 'bleach', 'pulp', 'solid', 'borohydride', 'encountered']",0.611
1463,white,300260164,"['collar', 'linenlike', 'reversed', 'reverse', 'tab', 'ordained', 'stiffened', 'protestant', 'dog', 'robe', 'clerical', 'signify', 'worn', 'clergy']",0.674
1464,white,300222748,"['unable', 'board', 'amateur', 'popular', 'checkmate', 'opponent', 'chess', 'piece', 'player', 'attempting', 'avoid']",0.664
1465,white,300422253,"['confirmation', 'ceremony', 'dress', 'faith', 'performed', 'garment', 'girl', 'fabric', 'lightly', 'hued', 'young']",0.699
1466,white,300265950,"['pointing', 'greyhound', 'pointer', 'hunting', 'breed', 'spaniel', 'hare', 'setter', 'muzzle', 'tapered', 'dog', 'hound']",0.616
1467,white,300310568,"['anal', 'carnivore', 'weasel', 'nocturnal', 'construct', 'dig', 'stout', 'forefoot', 'animal', 'badger', 'burrowing', 'den']",0.505
1468,white,300343684,"['antler', 'water', 'weigh', 'pound', 'subfamily', 'world', 'coat', 'hydropotes', 'cervidae', 'deer']",0.575
1469,white,300197514,"['wider', 'blue', 'long', 'diamond', 'shawl', 'southwestern', 'indigo', 'border', 'maiden', 'woven', 'twill', 'blanket']",0.612
1470,white,300263882,"['crime', 'noir', 'villain', 'cinema', 'cynical', 'genre', 'gloomy', 'underworld', 'apathetic', 'insecure', 'pessimistic', 'film']",0.479
1471,white,300249063,"['vertical', 'orange', 'fur', 'specie', 'overlay', 'tiger', 'cat', 'powerful', 'near', 'tigris', 'stripe', 'subspecies', 'panthera', 'reddish']",0.623
1472,white,300374950,"['ohio', 'quail', 'river', 'wabash', 'nut', 'footed', 'hickory', 'big', 'shellback', 'walnut', 'specie', 'western', 'wildlife', 'shell', 'shellbark', 'hard', 'bark', 'transplant', 'kingnut', 'king', 'laciniosa', 'taproot', 'thick', 'carya']",0.577
1473,white,300387599,"['old', 'tubular', 'fragrant', 'rubiaceae', 'genus', 'berry', 'evergreen', 'madder', 'tropical', 'shrub', 'gardenia']",0.491
1474,white,300343868,"['found', 'green', 'fraxinus', 'one', 'similar', 'specie', 'distribution', 'habitat', 'america', 'overlap', 'red', 'appearance', 'pennsylvanica', 'ash', 'two']",0.789
1475,white,300374912,"['cedar', 'genus', 'asia', 'cypress', 'white', 'eastern', 'america', 'western', 'native', 'north', 'conifer', 'false', 'chamaecyparis']",0.642
1476,white,300379870,"['hemorrhoid', 'philonium', 'relieve', 'philon', 'persian', 'miscarriage', 'pharmacist', 'pain', 'physician', 'saffron', 'induce', 'tarsus']",0.604
1477,white,300404065,"['trademark', 'paper', 'brand', 'pressed', 'deckle', 'moldmade', 'vosges', 'watercolor', 'arch', 'registered', 'watermarked']",0.721
1478,white,300375210,"['californica', 'sycamore', 'tree', 'specie', 'eat', 'splitting', 'western', 'divide', 'trunk', 'peeling', 'landscaping', 'platanus', 'becoming', 'california', 'bark', 'beige', 'plane', 'aliso', 'racemosa']",0.683
1479,white,300375464,"['aspen', 'tremula', 'poplar', 'intermediate', 'woolly', 'specie', 'underside', 'alba', 'populus', 'deltoid', 'canescens', 'hybrid', 'accounting']",0.714
1480,white,300380382,"['marble', 'quarried', 'interior', 'others', 'coarse', 'silver', 'statuary', 'georgia', 'cherokee', 'exterior', 'grained']",0.701
1481,white,300011509,"['somewhat', 'gray', 'bougard', 'formosa', 'marble', 'however', 'lighter', 'similar', 'generally', 'appearance', 'germany']",0.823
1482,white,300011549,"['mass', 'pink', 'marble', 'epirus', 'marmor', 'quarried', 'persico', 'fiore', 'shade', 'variegated', 'principally', 'molossium', 'turkey', 'purple', 'fior']",0.624
1483,white,300380482,"['colorless', 'gypsum', 'anhydrite', 'mineral', 'evaporate', 'anhydrous', 'readily', 'calcium', 'forming', 'hydrate']",0.646
1484,white,300010968,"['palladium', 'jeweler', 'deal', 'platinum', 'white', 'gold', 'intricate', 'alloy', 'nickel', 'manipulated', 'convey']",0.617
1485,white,300010968,"['palladium', 'jeweler', 'deal', 'platinum', 'white', 'gold', 'intricate', 'alloy', 'nickel', 'manipulated', 'convey']",0.617
1486,white,300010968,"['palladium', 'jeweler', 'deal', 'platinum', 'white', 'gold', 'intricate', 'alloy', 'nickel', 'manipulated', 'convey']",0.617
1487,white,300010968,"['palladium', 'jeweler', 'deal', 'platinum', 'white', 'gold', 'intricate', 'alloy', 'nickel', 'manipulated', 'convey']",0.617
1488,white,300010968,"['palladium', 'jeweler', 'deal', 'platinum', 'white', 'gold', 'intricate', 'alloy', 'nickel', 'manipulated', 'convey']",0.617
1489,white,300010988,"['britannia', 'type', 'white', 'metal', 'tin', 'contains', 'antimony', 'copper', 'hanover']",0.625
1490,white,300010988,"['britannia', 'type', 'white', 'metal', 'tin', 'contains', 'antimony', 'copper', 'hanover']",0.625
1491,white,300010988,"['britannia', 'type', 'white', 'metal', 'tin', 'contains', 'antimony', 'copper', 'hanover']",0.625
1492,white,300010665,"['soft', 'intensity', 'frit', 'file', 'porcelain', 'centigrade', 'feldspathic', 'pâte', 'france', 'porcelaine', 'able', 'translucency', 'paste', 'material', 'unglazed', 'tendre', 'artificial', 'substituted']",0.765
1493,white,300233471,"['stoneware', 'turner', 'fine', 'new', 'translucent', 'slightly', 'type', 'porcellaneous', 'stone', 'hard', 'white', 'sometimes', 'china', 'compact']",0.732
1494,white,300379617,"['powder', 'hartshorn', 'solubilizing', 'carbonate', 'baking', 'deteriorated', 'smelling', 'salt', 'extraction', 'ammonium']",0.654
1495,white,300013732,"['permalba', 'superba', 'composite', 'nearly', 'proportion', 'mixed', 'zinc', 'equal', 'white', 'ultra', 'alone', 'mixture', 'mixing', 'titanium', 'pigment']",0.784
