entity_id,term,text_1,text_2,text_3,text_4,text_5,check,cannot_decide
300264761,aboriginal,röntgenstijl,[],"De röntgenstijl wordt aangetroffen in Arnhem Land, een gebied in Australië. Deze rotskunst van de Aboriginals heeft zich circa 2000 v. Chr. ontwikkeld en wordt nog altijd geproduceerd. Bij de röntgenstijl zijn naast het silhouet van een dierlijke of menselijke figuur ook de inwendige organen en botstructuur zichtbaar. Deze kunst wordt aangetroffen in ondiepe grotten, onder overhangende rotsen en op afgelegen locaties. De stijl geeft uitdrukking aan de innige band van de schilder met de natuur. Er worden hoofdzakelijk wereldlijke thema's afgebeeld.",,[],TRUE,FALSE
300120045,aboriginal,Tasmaans,[],"Beschrijft de diverse soorten kunstwerken die zijn vervaardigd door de Tasmaanse Aboriginals, die zwaar te lijden hebben gehad van de Europese kolonisatie. Er zijn nauwelijks kunstwerken uit Tasmanië bewaard gebleven. Vroege documenten duiden erop dat Tasmanië een even rijke kunstzinnige traditie heeft gekend als andere delen van Australië. Vroege foto's en schilderijen van Thomas Bock laten voorbeelden zien van complexe haardecoraties en lichaamsversieringen.",,[],TRUE,FALSE
300025925,achterlijk,zwakbegaafden,"['zwakbegaafde', 'achterlijken', 'minderbegaafden']",Mensen wiens intellectuele vermogen beduidend beneden het gemiddelde ligt en van wie het sociale aanpassingsvermogen hierdoor wordt benadeeld.,,[],TRUE,FALSE
300027015,afkomst,genealogieën,['genealogie (geslachtslijst)'],"Verslagen van of verhalen over de afkomst van personen, families of andere groepen mensen beginnende bij één of meer gemeenschappelijke voorouders; opsommingen van voorouders en hun afstammelingen in volgorde van nakomelingschap.",,[],TRUE,FALSE
300012925,batavia,Batavia damar,[],,,[],TRUE,FALSE
300236032,bediende,herauten,['heraut'],"Verwijst naar ambtenaren of bedienden, bij vooraanstaande huishoudens of individuen, die berichten overbrengen of proclameren, vaak de genealogische documenten bijhouden en de afbeelding van de (familie)wapens regulariseren. De term is vooral van toepassing op ambtenaren in middeleeuws en modern Europa die ceremoniële vieringen organiseerden, in het bijzonder toernooien, waarbij ze de speciale taak hadden de uitdagingen over te brengen en het gebruik van wapens door de strijdende partijen te regulariseren. Vanaf de 19de eeuw zijn de taken van deze functie hoofdzakelijk het regulariseren van de wapens (in de betekenis ‘familietekens’) van een familie of organisatie en vaak ook het beschilderen van die wapens. Zie 'wapenschilders' voor beeldend kunstenaars die zich alleen bezighouden met het afbeelden van (familie)wapens.",,[],TRUE,FALSE
300025874,bediende,bedienden,"['bediende', 'dienaren']","In algemene zin, personen die in dienst van particulieren persoonlijke of huishoudelijke werkzaamheden uitvoeren.",,[],TRUE,FALSE
300410260,birma,Shan (Birmese cultuur),[],"Cultuur van Zuidoost-Aziatische mensen die voornamelijk in het oosten en noordwesten van Myanmar (Birma) leven en ook in de Chinese provincie Yunnan. De Shan vormen de grootste minderheidsgroep in Myanmar. De Shan zijn Theravada-boeddhisten met een eigen geschreven taal en literatuur. De meesten wonen op het Shan-plateau, dat wordt omgeven door lage bergen en ruwe, beboste heuvels.

",,[],TRUE,FALSE
300018959,calcutta,Company,[],"Indiase schilderstijl die werd ontwikkeld door afstammelingen van Mogolkunstenaars die eind 18de eeuw en begin 19de eeuw voor de Britten werkten. De artistieke centra van deze stijl waren Delhi in het noorden, Lucknow, Calcutta en Patna in het oosten, en Madras en Thanjavar in het zuiden. Thema's van deze 'Company-schilderijen' waren bloemen, dieren, kastengroepen, festivals en schilderachtige locaties; als techniek werd een afgeleide vorm van het Europese aquarelschilderen gebruikt. De naam is ontleend aan de Britse East India Company, waarmee de opdrachtgevers van werk in de Company-stijl vaak werden geassocieerd. De opdrachtgevers toonden vaak oprechte wetenschappelijke belangstelling voor de Indiase cultuur en het Indiase landschap, een belangstelling die verder reikte dan een vluchtige hang naar het exotische.",,[],TRUE,FALSE
300262022,derde wereld,hybriditeit,['hybride'],"In het algemeen te gebruiken voor de toestand van het zijn van gemengde afkomst. In een maatschappelijke of culturele context te gebruiken voor de identiteit van een groep of individu, of de creatieve activiteit, die voortkomt uit de interactie van twee verschillende samenlevingen of culturen, vaak in de context van ontmoetingen tussen mensen uit de Derde Wereld en westerse of verwesterde mensen, of tussen de bewoners van voormalige koloniën tegenover hun kolonisators.",,[],TRUE,FALSE
