item,usage_instructions
http://www.wikidata.org/entity/P131,"You only need to add the most local admin territory, but check that item also has a P131, with the next level, and so on."
http://www.wikidata.org/entity/P178,"For building and structures, use P6237 (real estate developer)"
http://www.wikidata.org/entity/Q5883980,use in conjunction with P2868
http://www.wikidata.org/entity/Q113980000,use in conjunction with P2868
http://www.wikidata.org/entity/Q6581097,use with Property:P21 sex or gender. For groups of males use with subclass of (P279)
http://www.wikidata.org/entity/Q10560270,"template for articles under construction in the article namespace, but it welcomes everybody to edit as well (compare with Q5617064)"
http://www.wikidata.org/entity/P461,"Only use with values that are directly opposed to the item with respect to a binary quality or relation. If the quality or relation is not binary, use P1889."
http://www.wikidata.org/entity/Q7265977,"Don't use this for claims, use Q2039348 with a start time and an end time."
http://www.wikidata.org/entity/Q7265977,"Gebruik dit niet voor claims, gebruik Q2039348 met een begindatum en een einddatum."
http://www.wikidata.org/entity/P560,"Use ""towards"" (P5051) instead to indicate the terminal station in the direction of an adjacent station."
http://www.wikidata.org/entity/P660,Should not be used for claims in enzyme items.
http://www.wikidata.org/entity/P669,"to add a street number, use P670 as qualifier"
http://www.wikidata.org/entity/P735,values used with the property shouldn't link disambiguations nor family names
http://www.wikidata.org/entity/P817,"should be used as a qualifier for \decays to\"" [[Property:P816]]"""
http://www.wikidata.org/entity/P1027,"Can be used as qualifier for \award received\"" [[Property:P166]] for persons or organisation"""
http://www.wikidata.org/entity/P1027,Can be used in statements on items that describe awards or titles
http://www.wikidata.org/entity/P1025,"For authority control (authors, works etc.) please use the property [https://www.wikidata.org/wiki/Property:P269 SUDOC authorities (P269)]"
http://www.wikidata.org/entity/P1142,"P1387 (political alignment) indicates general position in the left-right political spectrum, whereas P1142 (political ideology) links to an arbitrary ideology which may be more specific."
http://www.wikidata.org/entity/P1399,"For a conviction that was subsequently reversed, mark as deprecated rank (with deprecation reason {{Q|Q5420623}}), and also add {{P|P7781}}."
http://www.wikidata.org/entity/P1449,for a pseudonym use P742
http://www.wikidata.org/entity/Q18010311,note the separate item for the (German) female given name
http://www.wikidata.org/entity/Q1218372,note the item for the female given name
http://www.wikidata.org/entity/Q55496949,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55496983,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55497001,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55497014,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55497043,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55497075,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55497100,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55497120,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55497156,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55497198,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55497226,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55497254,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55497297,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55497329,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55497358,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517345,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517398,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517480,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517547,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517576,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517602,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517633,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517660,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517676,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517706,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517736,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517752,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517800,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517843,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517892,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517928,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55517993,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518035,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518061,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518101,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518134,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518158,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518175,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518204,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518234,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518279,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518330,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518356,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518394,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518430,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518450,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518498,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518514,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518549,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518587,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518638,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518685,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518734,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518793,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518851,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518902,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55518952,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519002,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519050,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519104,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519126,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519157,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519185,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519217,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519246,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519283,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519339,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519375,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519405,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519433,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519463,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519530,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519568,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519607,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55519647,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55521280,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55521419,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55521561,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55521721,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55521876,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55522028,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55522177,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55522317,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55522462,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55522533,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55522596,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55522717,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55522842,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55522969,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55523116,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55523259,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55523423,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55523593,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55523732,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55523798,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55523841,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55523889,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55523938,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55524102,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55524203,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811005,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811007,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811008,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811010,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811011,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811012,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811013,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811014,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811016,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811017,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811018,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811019,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811020,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811021,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811022,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811023,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811054,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811055,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811056,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811058,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811059,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811060,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811061,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811062,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811063,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811064,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811065,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811067,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811068,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811069,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811070,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811072,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811073,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811075,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811076,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811077,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811078,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811079,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811080,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811081,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811082,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811083,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811084,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811085,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811086,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811087,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811088,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811089,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811090,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811092,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811094,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811095,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811096,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811097,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811099,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811100,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811116,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811117,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811120,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811123,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811124,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811125,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811126,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811128,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811129,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811130,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811131,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811132,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811133,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811134,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811135,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811136,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811137,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811138,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811139,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811140,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811141,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811143,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811144,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811145,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811146,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811147,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811148,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811149,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811150,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811151,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811152,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811153,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811156,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811157,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811158,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811159,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811161,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811162,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811163,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811164,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811197,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811198,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811199,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811200,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811201,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811202,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811203,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811204,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811205,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811207,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811208,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811209,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811210,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811211,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811212,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811213,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811214,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811215,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811216,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811217,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811218,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811219,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55811220,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
