,lemma,term,hit_id,bow,cs_rm,cs_wm,cs_rm_wm
2456,aboriginal,aboriginal,300021862.0,"['vervaardigen', 'afstammeling', 'werken', 'tegenwoordig', 'allerlei', 'aboriginal', 'beginnen', 'traditioneel', 'kunstwerk', 'australisch', 'medium', 'aboriginalkunstenaars', 'beschrijven', 'soort', 'veel', 'bewoner', 'invloed', 'produceren', 'gebied', 'divers', 'inmiddels', 'kunstvorm', 'oorspronkelijk', 'australië', 'mondialisering']",0.9894064863438814,0.7261079044024289,0.9643980311249568
2442,aboriginal,aboriginals,300120040.0,"['vervaardigen', 'kennis', 'fiji', 'noordoosten', 'aboriginal', 'kunstwerk', 'missionaris', 'australisch', 'maken', 'waaier', 'eiland', 'beschrijven', 'soort', 'dankzij', 'bewoner', 'divers', 'arnhemland', 'oorspronkelijk', 'gebieden', 'australië']",0.9361558255252502,0.7676127491239619,0.9331763703912288
2449,aboriginal,aboriginals,300264310.0,"['vormen', 'wereld', 'optreden', 'menselijk', 'onderdeel', 'gevormd', 'vroeg', 'verantwoordelijk', 'totemisme', 'natuur', 'aboriginal', 'orde', 'beschouwen', 'voorouderlijk', 'plant', 'periode', 'mens', 'altjeringa', 'wangeloven', 'levenskracht', 'fundamenteel', 'australisch', 'mythologisch', 'vermenselijken', 'maken', 'sociaal', 'tijd', 'geloofssysteem', 'terwijl', 'totem', 'lokaal', 'mythisch', 'soort', 'omvatten', 'gemeenschappelijk', 'totemfiguren', 'dier', 'verschillende', 'zichtbaar', 'inbegrip', 'leven', 'vaak', 'mensenheugenis', 'verwijzen', 'verschillen', 'net', 'begrip', 'verbinding', 'schepping', 'wet', 'voorouder', 'sommige', 'levend', 'veranderen', 'wezen', 'religie', 'dierlijk', 'spiritueel', 'gebruik', 'allemaal', 'vestigen']",0.9036749970022911,0.7529074245516522,0.9084072799214314
2458,aboriginal,aboriginal,300264779.0,"['midden', 'vervaardigen', 'zandtekening', 'staan', 'element', 'bekennen', 'voorouder', 'volk', 'kunstobject', 'warlpiri', 'informeel', 'beschrijven', 'verhalen', 'bedoelen', 'aboriginal', 'divers', 'australië']",0.8957801423519188,0.8101678325743426,0.916124884150158
2447,aboriginal,aboriginals,300120045.0,"['deel', 'erop', 'europees', 'even', 'schilderij', 'vroeg', 'haardecoraties', 'blijven', 'traditie', 'complex', 'aboriginal', 'bewaren', 'tasmaans', 'kunstwerk', 'australië', 'tasmanië', 'kolonisatie', 'bock', 'beschrijven', 'soort', 'document', 'voorbeeld', 'lijden', 'kunstzinnig', 'nauwelijks', 'zien', 'divers', 'foto', 'gekend', 'tasmaanse', 'lichaamsversieringen', 'zwaar', 'laten', 'duiden', 'hebben', 'thomas', 'rijke', 'vervaardigen']",0.8861475850458737,0.7595269301673437,0.8953824228429236
2445,aboriginal,aboriginals,300264761.0,"['overhangen', 'uitdrukking', 'menselijk', 'stijl', 'botstructuur', 'kunst', 'aantreffen', 'natuur', 'aboriginal', 'afbeelden', 'ontwikkelen', 'grot', 'thema', 'rotskunst', 'röntgenstijl', 'circa', 'inwendig', 'figuur', 'locatie', 'rots', 'zichtbaar', 'innig', 'chr', 'silhouet', 'produceren', 'ondiep', 'arnhem', 'hoofdzakelijk', 'orgaan', 'band', 'geven', 'wereldlijk', 'dierlijk', 'gebieden', 'afgelegen', 'land', 'australië', 'schilderen', 'naasten']",0.8851195556138227,0.760458814863956,0.8958991392189489
2451,aboriginal,aboriginals,300262832.0,"['zandschilderingen', 'ceremonieel', 'zuni', 'pol', 'pueblo', 'tibetanen', 'ontwerp', 'ritueel', 'aboriginal', 'godsdienstig', 'samengesteld', 'kleur', 'zoals', 'aantal', 'navajo', 'zand', 'mineraal', 'maken', 'noord', 'natuurlijk', 'amerika', 'hindoe', 'verschillende', 'bevolkingsgroep', 'japanner', 'gebruikt', 'zeer', 'gestileerde', 'zandschildering', 'beperken', 'zandtapijten', 'materiaal', 'australië']",0.8789430779784572,0.7333336987063604,0.877630252248435
2441,aboriginal,aboriginals,300264769.0,"['ceremonieel', 'bedrieglijk', 'stijl', 'dierenkop', 'wapen', 'kunst', 'lang', 'westen', 'aantreffen', 'rode', 'schatting', 'oud', 'afbeelden', 'aboriginal', 'variëren', 'rotskunststijlen', 'dateren', 'grot', 'enkele', 'australisch', 'handeling', 'bezig', 'meestal', 'spleet', 'beschrijven', 'figuur', 'locatie', 'figuurtje', 'ornamenteren', 'jagen', 'mimi', 'jaar', 'vaak', 'behoren', 'precies', 'geest', 'gedocumenteerde', 'lucifershoutachtige', 'arnhem', 'uitbeelding', 'werk', 'kleine', 'duizend', 'millimeter', 'rotsschildering', 'ophouden', 'vechten', 'geanimeerde', 'hoogte', 'gebieden', 'dynamisch', 'afgelegen', 'keren', 'land', 'beeld', 'tussen', 'dunnen']",0.8783218721100928,0.7497186251763606,0.8874207879973424
2444,aboriginal,aboriginals,300021861.0,"['beeldhouwwerk', 'aboriginal', 'zowel', 'kunstwerk', 'zoals', 'zand', 'rotskunst', 'australisch', 'kolonisatie', 'beschrijven', 'soort', 'houten', 'huidig', 'klei', 'lichaamsdecoratie', 'divers', 'bastschilderwerk', 'inwoner', 'vervaardigen', 'europeaan']",0.8760717557122611,0.686251496349708,0.8598841914426432
2461,aboriginal,aboriginal,300264782.0,"['zandontwerpen', 'yawulya', 'vrouw', 'ontwerp', 'lichaam', 'aboriginal', 'volk', 'probleem', 'steen', 'yawulyu', 'vertegenwoordigen', 'zand', 'seksualiteit', 'meestal', 'vertellen', 'verhalen', 'schilderen', 'vruchtbaarheid', 'voorbehouden', 'houten', 'hoewel', 'getekend', 'afsnijden', 'aanwezigheid', 'verwijzen', 'gemaakt', 'warlpiri', 'gebruikt', 'soms', 'tijdens', 'welzijn', 'voorouder', 'uiting', 'daarnaast', 'ceremonie']",0.8750193959099077,0.7573825512598285,0.8877066073786501
